"Verb","Form","Tense","Person","Number","Mood"
"bi","bim","NFUT",1,"SG","RLS"
"bi","dim","NFUT",2,"SG","RLS"
"bi","bim","NFUT",3,"SG","RLS"
"bi","thubim","NFUT","1+2","SG","RLS"
"bi","ngubim","NFUT",1,"PL","RLS"
"bi","nubim","NFUT",2,"PL","RLS"
"bi","pubim","NFUT",3,"PL","RLS"
"bi","bi","NFUT",1,"SG","IRR"
"bi","di","NFUT",2,"SG","IRR"
"bi","bi","NFUT",3,"SG","IRR"
"bi","pubi","NFUT","1+2","SG","IRR"
"bi","ngubi","NFUT",1,"PAUC","IRR"
"bi","nubi","NFUT",2,"PAUC","IRR"
"bi","kubi","NFUT",3,"PAUC","IRR"
"bi","ngubi","NFUT",1,"PL","IRR"
"bi","nubi","NFUT",2,"PL","IRR"
"bi","kubi","NFUT",3,"PL","IRR"
"bi","bina","PST",1,"SG","RLS"
"bi","dina","PST",2,"SG","RLS"
"bi","bina","PST",3,"SG","RLS"
"bi","thubina","PST","1+2","SG","RLS"
"bi","ngubina","PST",1,"PAUC","RLS"
"bi","nubina","PST",2,"PAUC","RLS"
"bi","pubina","PST",3,"PAUC","RLS"
"bi","ngubina","PST",1,"PL","RLS"
"bi","nubina","PST",2,"PL","RLS"
"bi","pubina","PST",3,"PL","RLS"
"bi","bina","PST",1,"SG","IRR"
"bi","dina","PST",2,"SG","IRR"
"bi","bina","PST",3,"SG","IRR"
"bi","thubina","PST","1+2","SG","IRR"
"bi","ngubina","PST",1,"PAUC","IRR"
"bi","nubina","PST",2,"PAUC","IRR"
"bi","pubina","PST",3,"PAUC","IRR"
"bi","ngubina","PST",1,"PL","IRR"
"bi","nubina","PST",2,"PL","IRR"
"bi","pubina","PST",3,"PL","IRR"
"mu","mungam","NFUT",1,"SG","RLS"
"mu","nungam","NFUT",2,"SG","RLS"
"mu","mungam","NFUT",3,"SG","RLS"
"mu","thumungam","NFUT","1+2","SG","RLS"
"mu","ngumungam","NFUT",1,"PL","RLS"
"mu","numungam","NFUT",2,"PL","RLS"
"mu","pumungam","NFUT",3,"PL","RLS"
"mu","mu","NFUT",1,"SG","IRR"
"mu","nu","NFUT",2,"SG","IRR"
"mu","mu","NFUT",3,"SG","IRR"
"mu","pumu","NFUT","1+2","SG","IRR"
"mu","ngumu","NFUT",1,"PAUC","IRR"
"mu","numu","NFUT",2,"PAUC","IRR"
"mu","kumu","NFUT",3,"PAUC","IRR"
"mu","ngumu","NFUT",1,"PL","IRR"
"mu","numu","NFUT",2,"PL","IRR"
"mu","kumu","NFUT",3,"PL","IRR"
"mu","muni","PST",1,"SG","RLS"
"mu","nuni","PST",2,"SG","RLS"
"mu","muni","PST",3,"SG","RLS"
"mu","thuni","PST","1+2","SG","RLS"
"mu","ngumune","PST",1,"PAUC","RLS"
"mu","numune","PST",2,"PAUC","RLS"
"mu","pumune","PST",3,"PAUC","RLS"
"mu","ngumuni","PST",1,"PL","RLS"
"mu","numuni","PST",2,"PL","RLS"
"mu","pumuni","PST",3,"PL","RLS"
"mu","muy","PST",1,"SG","IRR"
"mu","nuy","PST",2,"SG","IRR"
"mu","muy","PST",3,"SG","IRR"
"mu","thumuy","PST","1+2","SG","IRR"
"mu","ngumuy","PST",1,"PAUC","IRR"
"mu","numuy","PST",2,"PAUC","IRR"
"mu","kumuy","PST",3,"PAUC","IRR"
"mu","ngumuy","PST",1,"PL","IRR"
"mu","numuy","PST",2,"PL","IRR"
"mu","kumuy","PST",3,"PL","IRR"
"bu","ban","NFUT",1,"SG","RLS"
"bu","dan","NFUT",2,"SG","RLS"
"bu","ban","NFUT",3,"SG","RLS"
"bu","thuban","NFUT","1+2","SG","RLS"
"bu","nguban","NFUT",1,"PL","RLS"
"bu","nuban","NFUT",2,"PL","RLS"
"bu","puban","NFUT",3,"PL","RLS"
"bu","bu","NFUT",1,"SG","IRR"
"bu","du","NFUT",2,"SG","IRR"
"bu","bu","NFUT",3,"SG","IRR"
"bu","pubu","NFUT","1+2","SG","IRR"
"bu","ngubu","NFUT",1,"PAUC","IRR"
"bu","nubu","NFUT",2,"PAUC","IRR"
"bu","kubu","NFUT",3,"PAUC","IRR"
"bu","ngubu","NFUT",1,"PL","IRR"
"bu","nubu","NFUT",2,"PL","IRR"
"bu","kubu","NFUT",3,"PL","IRR"
"bu","buni","PST",1,"SG","RLS"
"bu","duni","PST",2,"SG","RLS"
"bu","buni","PST",3,"SG","RLS"
"bu","thubuni","PST","1+2","SG","RLS"
"bu","ngubune","PST",1,"PAUC","RLS"
"bu","nubune","PST",2,"PAUC","RLS"
"bu","pubune","PST",3,"PAUC","RLS"
"bu","ngubuni","PST",1,"PL","RLS"
"bu","nubuni","PST",2,"PL","RLS"
"bu","pubuni","PST",3,"PL","RLS"
"bu","buy","PST",1,"SG","IRR"
"bu","duy","PST",2,"SG","IRR"
"bu","buy","PST",3,"SG","IRR"
"bu","thubuy","PST","1+2","SG","IRR"
"bu","ngubuy","PST",1,"PAUC","IRR"
"bu","nubuy","PST",2,"PAUC","IRR"
"bu","pubuy","PST",3,"PAUC","IRR"
"bu","ngubuy","PST",1,"PL","IRR"
"bu","nubuy","PST",2,"PL","IRR"
"bu","pubuy","PST",3,"PL","IRR"
"buy","bam","NFUT",1,"SG","RLS"
"buy","dam","NFUT",2,"SG","RLS"
"buy","bam","NFUT",3,"SG","RLS"
"buy","thubam","NFUT","1+2","SG","RLS"
"buy","ngubam","NFUT",1,"PL","RLS"
"buy","nubam","NFUT",2,"PL","RLS"
"buy","pubam","NFUT",3,"PL","RLS"
"buy","buy","NFUT",1,"SG","IRR"
"buy","duy","NFUT",2,"SG","IRR"
"buy","buy","NFUT",3,"SG","IRR"
"buy","pubuy","NFUT","1+2","SG","IRR"
"buy","ngubuy","NFUT",1,"PAUC","IRR"
"buy","nubuy","NFUT",2,"PAUC","IRR"
"buy","kubuy","NFUT",3,"PAUC","IRR"
"buy","ngubuy","NFUT",1,"PL","IRR"
"buy","nubuy","NFUT",2,"PL","IRR"
"buy","kubuy","NFUT",3,"PL","IRR"
"buy","bana","PST",1,"SG","RLS"
"buy","dana","PST",2,"SG","RLS"
"buy","bana","PST",3,"SG","RLS"
"buy","thubana","PST","1+2","SG","RLS"
"buy","ngubana","PST",1,"PAUC","RLS"
"buy","nubana","PST",2,"PAUC","RLS"
"buy","pubana","PST",3,"PAUC","RLS"
"buy","ngubana","PST",1,"PL","RLS"
"buy","nubana","PST",2,"PL","RLS"
"buy","pubana","PST",3,"PL","RLS"
"buy","bana","PST",1,"SG","IRR"
"buy","dana","PST",2,"SG","IRR"
"buy","bana","PST",3,"SG","IRR"
"buy","thubana","PST","1+2","SG","IRR"
"buy","ngubana","PST",1,"PAUC","IRR"
"buy","nubana","PST",2,"PAUC","IRR"
"buy","pubana","PST",3,"PAUC","IRR"
"buy","ngubana","PST",1,"PL","IRR"
"buy","nubana","PST",2,"PL","IRR"
"buy","pubana","PST",3,"PL","IRR"
"e","ngem","NFUT",1,"SG","RLS"
"e","tjem","NFUT",2,"SG","RLS"
"e","dem","NFUT",3,"SG","RLS"
"e","tjem","NFUT","1+2","SG","RLS"
"e","ngerrem","NFUT",1,"PL","RLS"
"e","nerrem","NFUT",2,"PL","RLS"
"e","perrem","NFUT",3,"PL","RLS"
"e","nge","NFUT",1,"SG","IRR"
"e","tje","NFUT",2,"SG","IRR"
"e","ke","NFUT",3,"SG","IRR"
"e","pe","NFUT","1+2","SG","IRR"
"e","nge","NFUT",1,"PAUC","IRR"
"e","ne","NFUT",2,"PAUC","IRR"
"e","ke","NFUT",3,"PAUC","IRR"
"e","nge","NFUT",1,"PL","IRR"
"e","ne","NFUT",2,"PL","IRR"
"e","ke","NFUT",3,"PL","IRR"
"e","ngena","PST",1,"SG","RLS"
"e","tjena","PST",2,"SG","RLS"
"e","dena","PST",3,"SG","RLS"
"e","tjena","PST","1+2","SG","RLS"
"e","ngerrene","PST",1,"PAUC","RLS"
"e","nerrene","PST",2,"PAUC","RLS"
"e","perrene","PST",3,"PAUC","RLS"
"e","ngerrena","PST",1,"PL","RLS"
"e","nerrena","PST",2,"PL","RLS"
"e","perrena","PST",3,"PL","RLS"
"e","ngena","PST",1,"SG","IRR"
"e","tjena","PST",2,"SG","IRR"
"e","dena","PST",3,"SG","IRR"
"e","tjena","PST","1+2","SG","IRR"
"e","ngerrene","PST",1,"PAUC","IRR"
"e","nerrene","PST",2,"PAUC","IRR"
"e","perrene","PST",3,"PAUC","IRR"
"e","ngerrena","PST",1,"PL","IRR"
"e","nerrena","PST",2,"PL","IRR"
"e","perrena","PST",3,"PL","IRR"
"ya","ngan","NFUT",1,"SG","RLS"
"ya","than","NFUT",2,"SG","RLS"
"ya","pan","NFUT",3,"SG","RLS"
"ya","thumpan","NFUT","1+2","SG","RLS"
"ya","ngumpan","NFUT",1,"PL","RLS"
"ya","numpan","NFUT",2,"PL","RLS"
"ya","pumpan","NFUT",3,"PL","RLS"
"ya","ngu","NFUT",1,"SG","IRR"
"ya","thu","NFUT",2,"SG","IRR"
"ya","ku","NFUT",3,"SG","IRR"
"ya","pu","NFUT","1+2","SG","IRR"
"ya","ngu","NFUT",1,"PAUC","IRR"
"ya","nu","NFUT",2,"PAUC","IRR"
"ya","ku","NFUT",3,"PAUC","IRR"
"ya","ngu","NFUT",1,"PL","IRR"
"ya","nu","NFUT",2,"PL","IRR"
"ya","ku","NFUT",3,"PL","IRR"
"ya","nguni","PST",1,"SG","RLS"
"ya","thuni","PST",2,"SG","RLS"
"ya","puni","PST",3,"SG","RLS"
"ya","thuni","PST","1+2","SG","RLS"
"ya","ngurne","PST",1,"PAUC","RLS"
"ya","nurne","PST",2,"PAUC","RLS"
"ya","purne","PST",3,"PAUC","RLS"
"ya","ngurni","PST",1,"PL","RLS"
"ya","nurni","PST",2,"PL","RLS"
"ya","purni","PST",3,"PL","RLS"
"ya","nguy","PST",1,"SG","IRR"
"ya","thuy","PST",2,"SG","IRR"
"ya","puy","PST",3,"SG","IRR"
"ya","thuy","PST","1+2","SG","IRR"
"ya","nguye","PST",1,"PAUC","IRR"
"ya","nuye","PST",2,"PAUC","IRR"
"ya","puye","PST",3,"PAUC","IRR"
"ya","nguyi","PST",1,"PL","IRR"
"ya","nuyi","PST",2,"PL","IRR"
"ya","puyi","PST",3,"PL","IRR"
"ye","ngam","NFUT",1,"SG","RLS"
"ye","tham","NFUT",2,"SG","RLS"
"ye","pam","NFUT",3,"SG","RLS"
"ye","tham","NFUT","1+2","SG","RLS"
"ye","nguyem","NFUT",1,"PL","RLS"
"ye","nuyem","NFUT",2,"PL","RLS"
"ye","puyem","NFUT",3,"PL","RLS"
"ye","nguy","NFUT",1,"SG","IRR"
"ye","thuy","NFUT",2,"SG","IRR"
"ye","kuy","NFUT",3,"SG","IRR"
"ye","puy","NFUT","1+2","SG","IRR"
"ye","nguy","NFUT",1,"PAUC","IRR"
"ye","nuy","NFUT",2,"PAUC","IRR"
"ye","kuy","NFUT",3,"PAUC","IRR"
"ye","nguyu","NFUT",1,"PL","IRR"
"ye","nuyu","NFUT",2,"PL","IRR"
"ye","kuyu","NFUT",3,"PL","IRR"
"ye","ngana","PST",1,"SG","RLS"
"ye","thana","PST",2,"SG","RLS"
"ye","pana","PST",3,"SG","RLS"
"ye","thana","PST","1+2","SG","RLS"
"ye","nguyena","PST",1,"PAUC","RLS"
"ye","nuyena","PST",2,"PAUC","RLS"
"ye","puyena","PST",3,"PAUC","RLS"
"ye","nguyena","PST",1,"PL","RLS"
"ye","nuyena","PST",2,"PL","RLS"
"ye","puyena","PST",3,"PL","RLS"
"ye","ngana","PST",1,"SG","IRR"
"ye","thana","PST",2,"SG","IRR"
"ye","pana","PST",3,"SG","IRR"
"ye","thana","PST","1+2","SG","IRR"
"ye","nguyena","PST",1,"PAUC","IRR"
"ye","nuyena","PST",2,"PAUC","IRR"
"ye","puyena","PST",3,"PAUC","IRR"
"ye","nguyena","PST",1,"PL","IRR"
"ye","nuyena","PST",2,"PL","IRR"
"ye","puyena","PST",3,"PL","IRR"
"nga","ngingam","NFUT",1,"SG","RLS"
"nga","tjingam","NFUT",2,"SG","RLS"
"nga","yingam","NFUT",3,"SG","RLS"
"nga","tjingam","NFUT","1+2","SG","RLS"
"nga","ngingam","NFUT",1,"PL","RLS"
"nga","ningam","NFUT",2,"PL","RLS"
"nga","pingam","NFUT",3,"PL","RLS"
"nga","ngi","NFUT",1,"SG","IRR"
"nga","tji","NFUT",2,"SG","IRR"
"nga","ki","NFUT",3,"SG","IRR"
"nga","pi","NFUT","1+2","SG","IRR"
"nga","nge","NFUT",1,"PAUC","IRR"
"nga","ne","NFUT",2,"PAUC","IRR"
"nga","ke","NFUT",3,"PAUC","IRR"
"nga","ngi","NFUT",1,"PL","IRR"
"nga","ni","NFUT",2,"PL","IRR"
"nga","ki","NFUT",3,"PL","IRR"
"nga","nginga","PST",1,"SG","RLS"
"nga","tjinga","PST",2,"SG","RLS"
"nga","yinga","PST",3,"SG","RLS"
"nga","tjinga","PST","1+2","SG","RLS"
"nga","nginga","PST",1,"PAUC","RLS"
"nga","ninga","PST",2,"PAUC","RLS"
"nga","pinga","PST",3,"PAUC","RLS"
"nga","nginga","PST",1,"PL","RLS"
"nga","ninga","PST",2,"PL","RLS"
"nga","pinga","PST",3,"PL","RLS"
"nga","nginga","PST",1,"SG","IRR"
"nga","tjinga","PST",2,"SG","IRR"
"nga","yinga","PST",3,"SG","IRR"
"nga","tjinga","PST","1+2","SG","IRR"
"nga","nginga","PST",1,"PAUC","IRR"
"nga","ninga","PST",2,"PAUC","IRR"
"nga","pinga","PST",3,"PAUC","IRR"
"nga","nginga","PST",1,"PL","IRR"
"nga","ninga","PST",2,"PL","IRR"
"nga","pinga","PST",3,"PL","IRR"
"ila","ngilam","NFUT",1,"SG","RLS"
"ila","tjilam","NFUT",2,"SG","RLS"
"ila","dilam","NFUT",3,"SG","RLS"
"ila","tjilam","NFUT","1+2","SG","RLS"
"ila","ngillangam","NFUT",1,"PL","RLS"
"ila","nillangam","NFUT",2,"PL","RLS"
"ila","pillangam","NFUT",3,"PL","RLS"
"ila","ngila","NFUT",1,"SG","IRR"
"ila","tjila","NFUT",2,"SG","IRR"
"ila","kila","NFUT",3,"SG","IRR"
"ila","pila","NFUT","1+2","SG","IRR"
"ila","ngilla","NFUT",1,"PAUC","IRR"
"ila","nilla","NFUT",2,"PAUC","IRR"
"ila","killa","NFUT",3,"PAUC","IRR"
"ila","ngilla","NFUT",1,"PL","IRR"
"ila","nilla","NFUT",2,"PL","IRR"
"ila","killa","NFUT",3,"PL","IRR"
"ila","ngila","PST",1,"SG","RLS"
"ila","tjila","PST",2,"SG","RLS"
"ila","dila","PST",3,"SG","RLS"
"ila","tjila","PST","1+2","SG","RLS"
"ila","ngilla","PST",1,"PAUC","RLS"
"ila","nilla","PST",2,"PAUC","RLS"
"ila","pilla","PST",3,"PAUC","RLS"
"ila","ngilla","PST",1,"PL","RLS"
"ila","nilla","PST",2,"PL","RLS"
"ila","pilla","PST",3,"PL","RLS"
"ila","ngilangi","PST",1,"SG","IRR"
"ila","tjilangi","PST",2,"SG","IRR"
"ila","dilangi","PST",3,"SG","IRR"
"ila","tjilangi","PST","1+2","SG","IRR"
"ila","ngillangi","PST",1,"PAUC","IRR"
"ila","nillangi","PST",2,"PAUC","IRR"
"ila","pillangi","PST",3,"PAUC","IRR"
"ila","ngillangi","PST",1,"PL","IRR"
"ila","nillangi","PST",2,"PL","IRR"
"ila","pillangi","PST",3,"PL","IRR"
"na","nginangam","NFUT",1,"SG","RLS"
"na","tjinangam","NFUT",2,"SG","RLS"
"na","ninangam","NFUT",3,"SG","RLS"
"na","tjinangam","NFUT","1+2","SG","RLS"
"na","nginnangam","NFUT",1,"PL","RLS"
"na","ninnangam","NFUT",2,"PL","RLS"
"na","pinnangam","NFUT",3,"PL","RLS"
"na","ngina","NFUT",1,"SG","IRR"
"na","tjina","NFUT",2,"SG","IRR"
"na","kina","NFUT",3,"SG","IRR"
"na","pina","NFUT","1+2","SG","IRR"
"na","nginna","NFUT",1,"PAUC","IRR"
"na","ninna","NFUT",2,"PAUC","IRR"
"na","kinna","NFUT",3,"PAUC","IRR"
"na","nginna","NFUT",1,"PL","IRR"
"na","ninna","NFUT",2,"PL","IRR"
"na","kinna","NFUT",3,"PL","IRR"
"na","nginanga","PST",1,"SG","RLS"
"na","tjinanga","PST",2,"SG","RLS"
"na","ninga","PST",3,"SG","RLS"
"na","tjinanga","PST","1+2","SG","RLS"
"na","nginnanga","PST",1,"PAUC","RLS"
"na","ninnanga","PST",2,"PAUC","RLS"
"na","pinnanga","PST",3,"PAUC","RLS"
"na","nginnanga","PST",1,"PL","RLS"
"na","ninnanga","PST",2,"PL","RLS"
"na","pinnanga","PST",3,"PL","RLS"
"na","nginangi","PST",1,"SG","IRR"
"na","tjinangi","PST",2,"SG","IRR"
"na","ninga","PST",3,"SG","IRR"
"na","tjinangi","PST","1+2","SG","IRR"
"na","nginnangi","PST",1,"PAUC","IRR"
"na","ninnangi","PST",2,"PAUC","IRR"
"na","pinnangi","PST",3,"PAUC","IRR"
"na","nginnangi","PST",1,"PL","IRR"
"na","ninnangi","PST",2,"PL","IRR"
"na","pinnangi","PST",3,"PL","IRR"
"rdu","ngurdan","NFUT",1,"SG","RLS"
"rdu","thurdan","NFUT",2,"SG","RLS"
"rdu","wurdan","NFUT",3,"SG","RLS"
"rdu","thurdan","NFUT","1+2","SG","RLS"
"rdu","nguddan","NFUT",1,"PL","RLS"
"rdu","nuddan","NFUT",2,"PL","RLS"
"rdu","puddan","NFUT",3,"PL","RLS"
"rdu","ngurdu","NFUT",1,"SG","IRR"
"rdu","thurdu","NFUT",2,"SG","IRR"
"rdu","kurdu","NFUT",3,"SG","IRR"
"rdu","purdu","NFUT","1+2","SG","IRR"
"rdu","ngudda","NFUT",1,"PAUC","IRR"
"rdu","nudda","NFUT",2,"PAUC","IRR"
"rdu","kudda","NFUT",3,"PAUC","IRR"
"rdu","nguddu","NFUT",1,"PL","IRR"
"rdu","nuddu","NFUT",2,"PL","IRR"
"rdu","kuddu","NFUT",3,"PL","IRR"
"rdu","ngurdini","PST",1,"SG","RLS"
"rdu","thurdini","PST",2,"SG","RLS"
"rdu","wurdini","PST",3,"SG","RLS"
"rdu","thurdini","PST","1+2","SG","RLS"
"rdu","nguddene","PST",1,"PAUC","RLS"
"rdu","nuddene","PST",2,"PAUC","RLS"
"rdu","puddene","PST",3,"PAUC","RLS"
"rdu","nguddini","PST",1,"PL","RLS"
"rdu","nuddini","PST",2,"PL","RLS"
"rdu","puddini","PST",3,"PL","RLS"
"rdu","ngurdi","PST",1,"SG","IRR"
"rdu","thurdi","PST",2,"SG","IRR"
"rdu","wurdi","PST",3,"SG","IRR"
"rdu","thurdi","PST","1+2","SG","IRR"
"rdu","ngudde","PST",1,"PAUC","IRR"
"rdu","nudde","PST",2,"PAUC","IRR"
"rdu","pudde","PST",3,"PAUC","IRR"
"rdu","nguddi","PST",1,"PL","IRR"
"rdu","nuddi","PST",2,"PL","IRR"
"rdu","puddi","PST",3,"PL","IRR"
"ngu","ngungan","NFUT",1,"SG","RLS"
"ngu","thungan","NFUT",2,"SG","RLS"
"ngu","yungan","NFUT",3,"SG","RLS"
"ngu","thungan","NFUT","1+2","SG","RLS"
"ngu","ngungan","NFUT",1,"PL","RLS"
"ngu","nungan","NFUT",2,"PL","RLS"
"ngu","pungan","NFUT",3,"PL","RLS"
"ngu","ngungu","NFUT",1,"SG","IRR"
"ngu","thungu","NFUT",2,"SG","IRR"
"ngu","kungu","NFUT",3,"SG","IRR"
"ngu","pungu","NFUT","1+2","SG","IRR"
"ngu","ngunga","NFUT",1,"PAUC","IRR"
"ngu","nunga","NFUT",2,"PAUC","IRR"
"ngu","kunga","NFUT",3,"PAUC","IRR"
"ngu","ngungu","NFUT",1,"PL","IRR"
"ngu","nungu","NFUT",2,"PL","IRR"
"ngu","kungu","NFUT",3,"PL","IRR"
"ngu","ngunguni","PST",1,"SG","RLS"
"ngu","thunguni","PST",2,"SG","RLS"
"ngu","yunguni","PST",3,"SG","RLS"
"ngu","thunguni","PST","1+2","SG","RLS"
"ngu","ngungune","PST",1,"PAUC","RLS"
"ngu","nungune","PST",2,"PAUC","RLS"
"ngu","pungune","PST",3,"PAUC","RLS"
"ngu","ngunguni","PST",1,"PL","RLS"
"ngu","nunguni","PST",2,"PL","RLS"
"ngu","punguni","PST",3,"PL","RLS"
"ngu","ngungi","PST",1,"SG","IRR"
"ngu","thungi","PST",2,"SG","IRR"
"ngu","yungi","PST",3,"SG","IRR"
"ngu","thungi","PST","1+2","SG","IRR"
"ngu","ngunge","PST",1,"PAUC","IRR"
"ngu","nunge","PST",2,"PAUC","IRR"
"ngu","punge","PST",3,"PAUC","IRR"
"ngu","ngungu","PST",1,"PL","IRR"
"ngu","nungu","PST",2,"PL","IRR"
"ngu","pungu","PST",3,"PL","IRR"
"ngi","ngungam","NFUT",1,"SG","RLS"
"ngi","thungam","NFUT",2,"SG","RLS"
"ngi","yungam","NFUT",3,"SG","RLS"
"ngi","thungam","NFUT","1+2","SG","RLS"
"ngi","ngungam","NFUT",1,"PL","RLS"
"ngi","nungam","NFUT",2,"PL","RLS"
"ngi","pungam","NFUT",3,"PL","RLS"
"ngi","ngungi","NFUT",1,"SG","IRR"
"ngi","thungi","NFUT",2,"SG","IRR"
"ngi","kungi","NFUT",3,"SG","IRR"
"ngi","pungi","NFUT","1+2","SG","IRR"
"ngi","ngunge","NFUT",1,"PAUC","IRR"
"ngi","nunge","NFUT",2,"PAUC","IRR"
"ngi","kunge","NFUT",3,"PAUC","IRR"
"ngi","ngungi","NFUT",1,"PL","IRR"
"ngi","nungi","NFUT",2,"PL","IRR"
"ngi","kungi","NFUT",3,"PL","IRR"
"ngi","ngungana","PST",1,"SG","RLS"
"ngi","thungana","PST",2,"SG","RLS"
"ngi","yungana","PST",3,"SG","RLS"
"ngi","thungana","PST","1+2","SG","RLS"
"ngi","ngungana","PST",1,"PAUC","RLS"
"ngi","nungana","PST",2,"PAUC","RLS"
"ngi","pungana","PST",3,"PAUC","RLS"
"ngi","ngungana","PST",1,"PL","RLS"
"ngi","nungana","PST",2,"PL","RLS"
"ngi","pungana","PST",3,"PL","RLS"
"ngi","ngungana","PST",1,"SG","IRR"
"ngi","thungana","PST",2,"SG","IRR"
"ngi","yungana","PST",3,"SG","IRR"
"ngi","thungana","PST","1+2","SG","IRR"
"ngi","ngungana","PST",1,"PAUC","IRR"
"ngi","nungana","PST",2,"PAUC","IRR"
"ngi","pungana","PST",3,"PAUC","IRR"
"ngi","ngungana","PST",1,"PL","IRR"
"ngi","nungana","PST",2,"PL","IRR"
"ngi","pungana","PST",3,"PL","IRR"
"rri","ngirrim","NFUT",1,"SG","RLS"
"rri","tjirrim","NFUT",2,"SG","RLS"
"rri","dirrim","NFUT",3,"SG","RLS"
"rri","tjirrim","NFUT","1+2","SG","RLS"
"rri","ngim","NFUT",1,"PL","RLS"
"rri","nim","NFUT",2,"PL","RLS"
"rri","pim","NFUT",3,"PL","RLS"
"rri","ngirri","NFUT",1,"SG","IRR"
"rri","tjirri","NFUT",2,"SG","IRR"
"rri","kirri","NFUT",3,"SG","IRR"
"rri","pirri","NFUT","1+2","SG","IRR"
"rri","ngiri","NFUT",1,"PAUC","IRR"
"rri","niri","NFUT",2,"PAUC","IRR"
"rri","kiri","NFUT",3,"PAUC","IRR"
"rri","ngiri","NFUT",1,"PL","IRR"
"rri","niri","NFUT",2,"PL","IRR"
"rri","kiri","NFUT",3,"PL","IRR"
"rri","ngirri","PST",1,"SG","RLS"
"rri","tjirri","PST",2,"SG","RLS"
"rri","dirri","PST",3,"SG","RLS"
"rri","tjirri","PST","1+2","SG","RLS"
"rri","ngi","PST",1,"PAUC","RLS"
"rri","ni","PST",2,"PAUC","RLS"
"rri","pi","PST",3,"PAUC","RLS"
"rri","ngi","PST",1,"PL","RLS"
"rri","ni","PST",2,"PL","RLS"
"rri","pi","PST",3,"PL","RLS"
"rri","ngirrini","PST",1,"SG","IRR"
"rri","tjirrini","PST",2,"SG","IRR"
"rri","dirrini","PST",3,"SG","IRR"
"rri","tjirrini","PST","1+2","SG","IRR"
"rri","ngiri","PST",1,"PAUC","IRR"
"rri","niri","PST",2,"PAUC","IRR"
"rri","piri","PST",3,"PAUC","IRR"
"rri","ngiri","PST",1,"PL","IRR"
"rri","niri","PST",2,"PL","IRR"
"rri","piri","PST",3,"PL","IRR"
"li","ngilim","NFUT",1,"SG","RLS"
"li","tjilim","NFUT",2,"SG","RLS"
"li","dilim","NFUT",3,"SG","RLS"
"li","tjilim","NFUT","1+2","SG","RLS"
"li","ngillim","NFUT",1,"PL","RLS"
"li","nillim","NFUT",2,"PL","RLS"
"li","pillim","NFUT",3,"PL","RLS"
"li","ngili","NFUT",1,"SG","IRR"
"li","tjili","NFUT",2,"SG","IRR"
"li","kili","NFUT",3,"SG","IRR"
"li","pili","NFUT","1+2","SG","IRR"
"li","ngilli","NFUT",1,"PAUC","IRR"
"li","nilli","NFUT",2,"PAUC","IRR"
"li","killi","NFUT",3,"PAUC","IRR"
"li","ngilli","NFUT",1,"PL","IRR"
"li","nilli","NFUT",2,"PL","IRR"
"li","killi","NFUT",3,"PL","IRR"
"li","ngili","PST",1,"SG","RLS"
"li","tjili","PST",2,"SG","RLS"
"li","dili","PST",3,"SG","RLS"
"li","tjili","PST","1+2","SG","RLS"
"li","ngilli","PST",1,"PAUC","RLS"
"li","nilli","PST",2,"PAUC","RLS"
"li","pilli","PST",3,"PAUC","RLS"
"li","ngilli","PST",1,"PL","RLS"
"li","nilli","PST",2,"PL","RLS"
"li","pilli","PST",3,"PL","RLS"
"li","ngilingi","PST",1,"SG","IRR"
"li","tjilingi","PST",2,"SG","IRR"
"li","dilingi","PST",3,"SG","IRR"
"li","tjilingi","PST","1+2","SG","IRR"
"li","ngillingi","PST",1,"PAUC","IRR"
"li","nillingi","PST",2,"PAUC","IRR"
"li","pillingi","PST",3,"PAUC","IRR"
"li","ngillingi","PST",1,"PL","IRR"
"li","nillingi","PST",2,"PL","IRR"
"li","pillingi","PST",3,"PL","IRR"
